document,line,section,number,kind,source,context
appendix,634,G.1 Sponsor exits and reversibility,0.034,artifact,I04c:estimates.panelB_equivalence.alive|h1.margin.0;I05:estimates.panelB_entry_exit_pairs.sum.ci.1;I05:estimates.discrimination.sum_ci.1,Only thirteen exits satisfy both requirements for this exercise: a verified sponsor departure and at least twe
appendix,649,Table G1. Sponsor exits and reversibilit,0.194,artifact,I05:estimates.MDE_at_n;I33:estimates.T1_quarterly_ES.level(rel12).q1_over_q12;I45:estimates.panelB_covariate_adjusted.gp_experience.adjusted.half_width,The confidence interval for the combined entry-plus-exit estimate contains both zero and the original entry es
appendix,657,G.2 Not-yet-treated firms as controls,-0.086,ledger,C49.ci0,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.165,artifact,I04c:estimates.panelD_survival.T3.alive|h4.ci.0;I06:estimates.panelA_specs.G24|S1 기존처치·기존풀.P1_ci.0,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.007,artifact,I04:estimates.panelB_by_inertia.diff.h2|log_wage.diff;I04b:estimates.panelD_by_inertia.diff.log_wage|h2.diff;I04b:estimates.panelD_by_inertia.diff.alive|h1.diff,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.058,ledger,D09d.value,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.126,artifact,I06:estimates.panelA_specs.G24|S4 확장처치·확장풀.P1_ci.0;h41_causal_gap:G7_rawpath.original.-48.diff,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,0.008,ledger,C14.value,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.029,artifact,I04c:estimates.panelA_value_added.alive|h3.ci.0;I04c:estimates.panelB_equivalence.alive|h3.ci.0;I04c:estimates.panelD_survival.T3-T1|h4.ci.1,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,-0.130,artifact,I06:estimates.panelA_specs.G24|S5 회수전용·확장풀.rel_ci.0;I06:estimates.panelC_collapse_test.G24.P1_ci.0,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,657,G.2 Not-yet-treated firms as controls,0.071,ledger,C92a.value,"We implement this comparison using firms treated at least  months later, a size calliper, and five nearest nei"
appendix,668,Table G2. Not-yet-treated comparison at ,24,constant/count,,"Notes. Controls are firms whose private equity treatment occurs at least 24 months after the focal event, sele"
appendix,678,G.3 Non-private-equity ownership changes,0.0050,ledger,C39b.value,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,678,G.3 Non-private-equity ownership changes,-0.007,artifact,I04:estimates.panelB_by_inertia.diff.h2|log_wage.diff;I04b:estimates.panelD_by_inertia.diff.log_wage|h2.diff;I04b:estimates.panelD_by_inertia.diff.alive|h1.diff,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,678,G.3 Non-private-equity ownership changes,0.018,ledger,C77b.value,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,678,G.3 Non-private-equity ownership changes,0.002,ledger,D08c.value;D09c.value;E07a.value,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,678,G.3 Non-private-equity ownership changes,-0.017,ledger,C74.value;R06.ci0,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,678,G.3 Non-private-equity ownership changes,0.025,ledger,C44a.ci1;C71a.value;R02.ci1,The non-private-equity ownership-change group exhibits little movement in the labour outcomes. Its estimated c
appendix,693,Table G3. Labour outcomes around non-pri,-0.000008,artifact,I19c:estimates.panelB_own_dose.slope_per_pct,Additional classifications do not resolve the problem. Estimates for six subgroups intended to isolate clearer
appendix,699,G.4 Post-deal cash and financial slack,0.033,artifact,I04:estimates.panelB_by_inertia.diff.h1|rev_pe.ci.1;I04b:estimates.panelC_nps_full.log_wage|h3.ci.1;I04c:estimates.panelB_equivalence.log_rev|h1.margin.0,The final exploratory exercise considers whether the hiring response is associated with changes in financial s
appendix,699,G.4 Post-deal cash and financial slack,0.010,ledger,C5c.ci1;C17.value;C38a.value,The final exploratory exercise considers whether the hiring response is associated with changes in financial s
appendix,699,G.4 Post-deal cash and financial slack,0.056,artifact,I19b:estimates.panelA_subtypes.전체.T3_T1.ci.1;I21:estimates.panelA_cash_path.Y0+0.ci.1;I32:estimates.panelB_quarterly_ES.beta.q7.b,The final exploratory exercise considers whether the hiring response is associated with changes in financial s
appendix,701,G.4 Post-deal cash and financial slack,-0.063,artifact,I14:estimates.panelC_dose.다수>=50%.zero_DiD;I21:estimates.panelC_conditional.C1 현금감소.DiD;I22:estimates.panelC_wage_emp_slope.ci.0,We additionally split targets according to their post-deal change in cash. Firms in the bottom tercile of this
appendix,701,G.4 Post-deal cash and financial slack,-0.104,artifact,I21:estimates.panelC_conditional.C1 현금감소.ci.0;I46:estimates.panelC_free_N24.dorm_given_logN.coef,We additionally split targets according to their post-deal change in cash. Firms in the bottom tercile of this
appendix,701,G.4 Post-deal cash and financial slack,-0.019,artifact,I02:estimates.panelA_hazard_by_duration.d=2.DiD_ratio;I04:estimates.panelA_overall.h1.log_rev.DiD;I04b:estimates.panelA_decomposition.log_rev|h1.DiD,We additionally split targets according to their post-deal change in cash. Firms in the bottom tercile of this
appendix,707,G.4 Post-deal cash and financial slack,-0.063,artifact,I14:estimates.panelC_dose.다수>=50%.zero_DiD;I21:estimates.panelC_conditional.C1 현금감소.DiD;I22:estimates.panelC_wage_emp_slope.ci.0,The exact top-tercile estimate and the precise outcome definition for the −0.063 estimate are not preserved in
appendix,725,H.1 Post-deal hiring hazard,"48,853",constant/count,,"The hazard sample contains 48,853 firm-month observations associated with the 379 baseline matched events. The"
appendix,725,H.1 Post-deal hiring hazard,379,constant/count,,"The hazard sample contains 48,853 firm-month observations associated with the 379 baseline matched events. The"
appendix,734,Table H1. Supplementary monthly hiring h,379,constant/count,,"Sample: 379 matched events; 48,853 firm-month observations."
appendix,734,Table H1. Supplementary monthly hiring h,"48,853",constant/count,,"Sample: 379 matched events; 48,853 firm-month observations."
appendix,739,Table H1. Supplementary monthly hiring h,379,constant/count,,Notes. The outcome is the monthly hiring hazard. The reported hazard ratio compares the post-deal change for t
appendix,739,Table H1. Supplementary monthly hiring h,"48,853",constant/count,,Notes. The outcome is the monthly hiring hazard. The reported hazard ratio compares the post-deal change for t
appendix,741,Table H1. Supplementary monthly hiring h,15.9,artifact-pct,I22:estimates.panelB_marginal_wage_ratio.DiD.ci.1 (x100);I47:estimates.panelA_fwl_adjusted.neg_log_rate.median_raw.diff (x100),The estimate implies a 15.9 percent higher conditional monthly hiring hazard after the transaction. This resul
appendix,749,H.2 The hiring-state interaction in the ,1.204,ledger,C9.value,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,1.021,ledger,C9.ci0,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,1.421,ledger,C9.ci1,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,1.507,ledger,D14.value,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,0.871,ledger,D14.ci0,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,2.609,ledger,D14.ci1,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,749,H.2 The hiring-state interaction in the ,"1,199",ledger,D14.n,"The archived discrete-time hazard analysis illustrates this trade-off. Under the earlier matching procedure, w"
appendix,760,Table H2. State interaction in the month,"1,199",ledger,D14.n,Notes. Entries report the treated-by-post-by-state interaction in the archived discrete-time hazard analysis. 
appendix,768,H.3 Interpretation,1.159,ledger,C1.value,"The monthly hazard analysis complements, rather than replaces, the main window-based estimands. Targets displa"
appendix,768,H.3 Interpretation,1.083,ledger,C1.ci0,"The monthly hazard analysis complements, rather than replaces, the main window-based estimands. Targets displa"
appendix,768,H.3 Interpretation,1.241,ledger,C1.ci1,"The monthly hazard analysis complements, rather than replaces, the main window-based estimands. Targets displa"
